feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Exiguobacterium	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rhodovarius	Chitinophagales_Genus	Mycobacterium	SWB02	Blfdi19_Genus	Streptococcus	Chloroflexaceae_Genus	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Bacillus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	Luteolibacter	Babeliaceae_Genus	Ideonella	Paracaedibacteraceae_Genus	Sphingorhabdus	SH.PL14	Hyphomonadaceae_Genus	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Psychromonas	Sediminibacterium	Altererythrobacter	Crenobacter	Acinetobacter	Rubrivivax	Deinococcus	Aeromonas	Larkinella	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Devosia	Saprospiraceae_Genus	Ilumatobacter	Peptostreptococcus	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Paucibacter	Unknown_Family_Genus	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Uliginosibacterium	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Gemmataceae_Genus	P3OB.42	Limnobacter	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Hydrogenophaga	Legionella	Burkholderiales_Genus	SM2D12_Genus	Turicibacter	Clostridium	Chitinilyticum	Sphaerotilus	Stagnimonas	Vibrio	Candidatus_Ovatusbacter	Vampirovibrio	Shewanella	Bryobacteraceae_Genus	Polyangiia_Genus	Granulicatella	Sphingobium	Roseomonas	Dinghuibacter	IMCC26207	Truepera	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Enterovirga	Saccharimonadales_Genus	Fundidesulfovibrio	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Rickettsiaceae_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Chryseobacterium	Micrococcus	Micavibrionales_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Gaiellales_Genus	Cytophagales_Genus	Kinneretia	X0319.6G20_Genus	Lactobacillus	cvE6_Genus	Pir4_lineage	JG30.KF.CM45_Genus	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	Methylibium	Polymorphobacter	Dyadobacter	Caedibacter	Aquihabitans	Chitinophagaceae_Genus	Agromyces	Bosea	LiUU.11.161_Genus	Pararhodobacter	Ligilactobacillus	Neisseriaceae_Genus	TM7a	Mariniblastus	Holosporaceae_Genus	Parvibium	Afipia	Pseudolysobacter	Culicoidibacter	Undibacterium	Arthrospira_PCC.7345	Neochlamydia	Citrobacter	Loigolactobacillus	Glutamicibacter	Rhizobium	Candidatus_Megaira	alphaI_cluster	Haliangiaceae_Genus	NS11.12_marine_group_Genus	Dietzia	Candidatus_Finniella	Cellvibrio	Candidatus_Alysiosphaera	Geminicoccaceae_Genus	Bacilli_Genus	Gemmatimonas	TRA3.20_Genus	SM1A02	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Alphaproteobacteria_Genus	Gemmata	CM1G08	Bradyrhizobium	Nocardioides	Aerococcus	Chloracidobacterium	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Candidatus_Paracaedibacter	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Aquabacterium	Sphingomonadaceae_Genus	DEV007_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Vagococcus	Acetobacteroides	Variovorax	Blastocatella	Bryobacter	Candidatus_Obscuribacter	Trueperella	Oligoflexaceae_Genus	bacteriap25_Genus	Pirellula	Sandaracinus	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	Caldilineaceae_Genus	OM190_Genus	Cloacibacterium	Enterococcus	Allomeiothermus	Paraconexibacter	Silvanigrellaceae_Genus	Defluviimonas	Microbulbifer	Rheinheimera	Terrisporobacter	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Chloronema	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Weissella	Gemmobacter	MBNT15_Genus	Runella	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Vibrionaceae_Genus	Leuconostoc	Stenotrophomonas	Planococcus	Armatimonadota_Genus	DEV114	Simkaniaceae_Genus	Arthrobacter	Azospira	Eremiobacteria_Genus	Hirschia	Plesiomonas	OLB12	Thermus	Sporomusaceae_Genus	Chitinimonas	Levilactobacillus	Lysinibacillus	Lactococcus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	AAP99	Acidovorax	Pirellulaceae_Genus	Ferruginibacter	Rhodopseudomonas	Pediococcus	Methylocystis	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Nannocystis	WY65	Chthoniobacter	Turneriella	Permianibacter	Pseudoduganella	Nordella	Sporocytophaga	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Marinomonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Pseudoxanthomonas	Vogesella	Flectobacillus	Rubripirellula	Candidatus_Accumulibacter	Burkholderia.Caballeronia.Paraburkholderia	Lacibacter	Propionivibrio	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	AKYH767_Genus	Lautropia	Methyloversatilis	Bordetella	Haliscomenobacter	Ramlibacter	Panacibacter	Niveibacterium	Blastococcus	Elsteraceae_Genus	Perlucidibaca	Obscuribacteraceae_Genus	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f178	0	39	265	0	172	0	3	0	24	0	16	837	0	6	0	0	4	25	69	23	0	0	79	0	22	9	0	0	0	0	55	14	10	419	0	261	212	0	0	0	237	54	139	35	2299	0	0	245	70	0	132	2097	14	0	4	203	2	6	15	137	0	12	0	53	0	0	263	2888	480	85	144	0	0	208	0	11	1195	13	424	0	68	0	652	0	46	218	372	14	107	0	292	480	14	10	0	0	691	10	0	2728	0	12	12	0	57	5	0	0	34	18	20	0	0	0	0	80	0	0	0	0	117	51	0	0	0	0	0	0	0	0	0	8	0	437	0	0	0	0	4	39	0	0	0	0	0	0	10	0	432	391	23	0	0	15	52	0	0	0	0	0	12	8	29	5	34	0	0	0	0	0	0	0	0	0	0	85	294	0	0	0	0	475	31	0	25	71	0	0	0	49	10	0	0	0	0	0	0	0	26	0	0	395	8	20	0	0	0	0	0	0	0	0	0	0	2	0	14	0	14	71	0	0	0	0	248	0	0	0	31	0	0	0	173	0	26	0	0	0	13	0	0	0	72	0	0	6	9	0	0	50	0	0	0	0	0	0	0	0	0	43	0	0	29	0	0	151	3	0	0	0	0	31	9	206	0	33	0	0	5	0	0	0	39	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	63	281	0	0	0	0	0	40	37	11	0	0	0	11	16	49	0	0	0	0	0	0	0	0	24	0	34	0	6	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
f291	0	0	0	0	0	0	0	105	67	0	0	81	0	0	564	164	24	0	0	47	34	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	1121	1155	79	0	32235	0	0	0	0	0	3	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	11	0	0	0	93	128	0	100	0	188	0	0	673	38	290	0	0	0	0	0	0	0	31	0	0	29	284	0	14	0	0	483	0	0	0	18	17	0	0	0	0	0	494	0	0	0	0	0	26	249	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	200	0	72	0	12	79	0	41	0	88	64	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	43	0	0	0	0	110	308	2084	0	0	18	0	0	0	4	0	0	110	0	0	0	0	7	0	60	0	0	0	0	0	0	0	0	0	174	0	0	36	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	17	0	0	23	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	95	43	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	33	125	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	90	0	688	0	0	0	0	0	20	15	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	35	0	0	0	136	0	0	0	22	1612	0	5	0	0	0	0	0	221	0	0	0	0	0	0	21	0	0	262	0	0	0	0	0	0	74	0	0	0	0
f321	0	0	21	0	0	0	18	0	10	0	0	98	0	0	0	0	0	0	0	27	0	0	109	0	6	6	0	0	0	0	0	7	0	36	0	0	0	0	0	0	2383	8	315	0	49431	0	0	0	6	0	0	5214	0	0	0	0	0	0	0	0	5	0	0	9	0	0	3	645	138	0	0	0	0	0	0	88	0	0	223	0	41	0	1564	94	0	819	56	113	0	0	0	155	0	0	0	0	57	0	0	6858	0	169	356	0	10	0	0	0	0	380	0	0	0	0	0	2753	0	0	0	0	155	90	0	0	0	0	0	0	0	0	0	0	0	14	0	0	77	0	0	138	0	0	0	58	0	0	0	0	5	0	0	0	0	20	0	0	0	0	0	0	0	13	0	12	34	0	0	0	0	0	0	0	0	0	0	2630	0	0	0	13	0	17	0	22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	170	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0
f322	0	0	44	0	0	5	13	0	14	0	0	72	0	0	0	0	8	0	0	0	0	0	74	0	7	0	0	0	0	0	0	20	0	42	0	0	0	0	0	0	918	0	209	0	39137	0	0	0	0	0	0	5832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	872	235	33	0	0	0	0	0	99	0	0	322	0	135	0	3448	72	0	726	118	118	0	0	0	241	15	0	0	0	74	0	0	3885	0	87	196	0	12	0	0	0	12	262	0	0	0	0	0	3396	0	0	0	0	150	148	0	0	0	0	0	0	0	0	0	0	0	70	0	0	10	0	0	194	0	0	0	84	0	0	0	0	0	0	0	0	0	29	76	0	0	0	0	0	0	27	0	10	28	0	0	0	0	0	0	0	0	0	0	1155	0	0	0	14	0	99	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	88	0	0	0	0	0	105	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	16	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	256	0	0	0	0
f323	0	0	197	0	12	0	0	0	46	5	0	37	0	0	0	0	0	0	6	11	0	0	43	0	12	8	34	0	0	0	14	17	0	35	0	46	0	0	0	0	837	46	93	0	35182	0	23	37	0	0	75	3324	0	0	0	7	0	0	9	0	0	0	5	28	0	0	7	207	89	18	24	0	0	0	0	33	90	0	135	0	40	0	656	17	16	175	34	42	4	0	0	223	0	0	0	0	30	0	0	10410	0	53	53	0	6	0	0	0	10	29	27	5	0	0	0	1484	0	0	0	0	74	26	0	0	0	0	0	0	0	0	0	5	0	10	2	0	20	0	0	65	0	0	0	13	0	0	0	0	64	0	0	0	0	15	8	0	6	0	13	0	0	8	0	0	25	0	0	0	3	0	0	0	0	0	0	1068	181	0	0	8	0	25	0	4	8	15	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	27	0	0	3	0	0	0	0	0	0	0	0	0	0	0	112	0	0	6	0	0	0	0	96	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	5	0	22	0	0	86	0	0	77	0	0	0	0	0	41	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	8	0	0	0	0	0	0	0	0	5	0	0	20	0	0	9	0	0	0	0	0	0	6	0	2	6	87	0	0	0	0	0	0	0	0	0	0	13	0	0	0	192	0	0	0	0	0	0	0	0	0	5	0	0	0	166	0	0	105	0	0	0	0	0	0	0	45	0	0	0	0
f324	0	0	27	4	0	0	8	0	0	0	0	46	0	0	0	0	0	0	0	15	0	0	20	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1135	0	59	0	29647	0	0	0	0	0	0	9914	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	749	31	0	0	0	0	0	0	58	0	0	96	0	35	0	1071	16	2	200	29	61	0	0	0	85	10	0	0	0	24	0	0	5499	0	33	36	0	9	0	0	0	0	20	0	0	0	0	0	1959	0	0	0	0	41	30	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	85	0	0	0	29	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	518	5	0	0	0	0	19	13	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0
f325	0	0	0	0	0	0	0	0	24	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	0	0	0	0	303	5	0	0	63754	5	0	0	0	0	41	9619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	21	0	0	4	0	0	0	12	4	3	6	0	9	0	1689	0	0	41	0	0	0	0	0	204	0	0	0	0	0	0	0	758	0	19	26	0	0	0	0	0	0	31	0	0	7	0	0	1956	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	36	0	0	0	0	0	0	0	0	15	0	0	0	141	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	27	0	0	0	0
f326	0	0	43	0	0	0	0	0	13	0	0	31	0	0	0	0	0	0	0	8	0	0	6	0	4	3	0	0	0	0	9	0	0	131	0	32	0	0	0	0	1175	10	27	0	40952	0	0	0	43	0	52	2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	20	201	0	0	0	0	0	0	10	0	81	0	0	0	408	0	4	107	26	19	0	0	0	105	0	0	0	0	0	4	0	10086	0	8	0	0	0	0	0	0	2	26	0	0	0	0	0	3785	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	14	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	1053	9	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	8	0	0	0	0	0	0	2	0	3	0	3	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	59	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	50	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	19	0	0	0	0	0	0	0	4	0	0	0	0
f327	0	0	35	0	0	0	9	0	52	0	0	72	0	0	0	0	0	0	0	15	0	0	105	0	0	6	0	0	0	0	0	7	0	85	0	8	0	0	0	0	1379	0	166	0	40114	0	0	0	0	0	5	18333	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	1856	200	29	4	0	0	0	0	74	0	0	208	0	85	0	4570	83	0	455	29	89	0	0	0	351	8	0	0	0	50	0	0	1365	0	55	181	0	0	0	0	0	0	289	45	0	0	0	0	3983	0	0	0	0	74	31	0	0	0	0	0	0	0	0	0	0	0	20	0	0	9	0	0	90	0	0	0	29	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	19	0	0	23	0	0	0	0	0	0	0	0	0	0	385	22	0	0	14	0	23	17	6	5	16	0	0	0	114	4	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	204	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	12	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	10	0	11	0	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
f328	0	0	928	84	0	0	0	0	0	0	0	1376	181	0	64	0	11	0	135	12678	21	376	18	0	572	0	0	0	0	0	1292	1229	21	9	0	1371	101	0	0	0	1789	22	0	102	1430	0	0	0	37	0	78	850	0	0	0	0	77	0	0	0	12	34	0	947	0	18	52	419	82	677	0	0	0	0	0	0	12	6	1277	53	285	0	3129	0	0	1121	2620	334	0	0	65	195	0	0	0	0	501	0	0	204	0	22	30	19	97	0	0	0	108	23	48	0	0	0	0	322	0	0	0	0	0	782	85	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4058	0	0	0	93	113	128	19	34	74	0	4	0	0	542	285	0	0	12	0	0	0	265	195	0	160	0	0	0	0	0	0	85	0	0	0	67	74	0	0	0	0	110	2029	0	0	5	0	0	0	45	17	0	0	0	0	0	0	0	0	0	0	0	0	633	2636	0	0	0	77	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	37	0	0	0	3	0	606	0	0	0	25	7	5	0	0	0	0	17	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	267	0	0	0	0	0	186	0	54	0	875	0	0	0	0	0	0	11	0	0	0	0	0	9	15	52	22	57	0	0	0	0	0	0	0	0	0	0	25	307	0	0	166	0	0	43	51	0	0	0	0	0	0	72	82	0	20	0	0	195	0	0	0	0	488	0	0	4	616	0	0	0	14	0	0	0	0	0	180	0	0	0	3	0	47	0	25	0	0	0	18	0	0	7	0	0	0	46
f329	0	8	101	0	0	0	16	0	121	0	0	138	0	0	0	0	7	0	0	33	0	0	104	0	15	11	0	0	0	0	0	15	0	246	0	33	0	0	0	0	1918	9	265	0	27516	0	0	135	9	0	543	8671	0	0	3	6	0	0	0	59	6	14	0	34	0	0	30	1276	233	81	36	0	0	0	18	98	250	0	416	0	103	0	2580	72	14	984	77	151	0	0	20	308	31	0	12	0	193	0	0	10412	75	166	544	0	10	0	0	0	22	465	0	0	0	0	0	3569	0	0	0	0	186	121	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	10	0	150	0	0	4	63	0	24	0	0	447	0	3	0	0	29	13	0	4	0	3	0	0	18	0	0	39	0	0	0	0	0	0	0	0	0	0	1491	57	0	0	53	0	117	25	19	0	51	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	3	0	0	0	0	0	0	0	234	0	0	33	0	0	0	0	28	0	0	0	0	0	13	0	13	0	0	0	0	0	19	0	0	0	21	4	0	0	0	91	0	0	6	0	0	0	0	0	0	9	0	36	0	0	5	0	0	160	0	0	0	0	0	97	7	48	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	195	11	0	0	0	0	0	6	0	0	0	0	9	46	19	0	18	0	0	0	0	0	0	0	0	0	14	9	0	0	685	0	20	13	0	0	23	0	82	0	0	51	56	36	0	0	0	0	0	0	2	4	0	0	0	92	173	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0
f330	0	0	28	0	4	0	17	0	37	0	0	182	0	0	0	0	14	0	0	9	5	0	73	0	0	0	0	0	0	0	0	14	0	11	0	18	0	0	0	0	1315	0	215	0	29659	0	0	0	0	0	0	12861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2037	103	16	0	0	0	0	0	139	0	0	238	0	176	0	5647	30	0	1141	46	195	2	0	0	344	34	0	0	0	33	0	0	531	0	72	165	0	10	0	0	0	0	42	0	0	0	0	0	3940	0	0	0	0	155	136	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	77	0	0	0	84	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	24	0	43	28	0	0	0	0	0	0	0	0	0	0	1074	0	0	0	0	0	61	21	0	7	0	0	0	0	22	3	0	0	0	0	0	0	0	0	0	0	15	0	0	18	0	0	0	0	7	0	0	0	0	0	0	35	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	79	0	0	0	21	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	65	0	0	0	0	0	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	6	0	0	0	0	0	0	0	542	0	0	0	0
f351	0	0	152	19	0	0	0	0	654	11	0	526	0	0	11	0	0	0	0	0	0	0	87	0	9	16	0	0	0	0	0	40	0	321	0	31	0	0	0	0	278	3	398	0	61866	0	0	0	0	0	0	6772	0	0	0	148	0	0	0	0	4	0	11	18	0	0	153	76	54	150	0	0	0	0	0	41	0	0	114	0	29	0	232	0	0	1223	239	51	0	0	0	73	20	0	19	0	214	0	0	244	0	12	0	0	19	0	0	0	28	441	0	0	16	0	0	989	0	0	0	0	303	95	0	0	0	0	0	58	0	0	0	0	0	284	0	0	0	0	0	29	0	0	0	26	0	0	0	0	0	0	23	0	2	14	8	0	0	0	57	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	36	0	30	0	0	0	0	21	16	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	14	0	0	0	0	9	0	0	12	0	0	0	0	0	0	0	0	0	0	6	0	115	0	0	0	0	0	21	0	0	0	0	0	148	5	0	0	95	0	4	0	140	0	0	4	0	0	0	0	0	23	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	126	0	0	0	0	3	0	0	0	64	0	0	12	0	83	0	0	0	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	25	0	0	0	66	0	0	0	0
f352	0	0	11	0	0	0	0	0	341	0	0	96	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	10	0	39	0	4	0	0	0	0	45	0	61	0	53909	0	0	6	0	0	0	2981	0	0	0	49	0	0	0	0	0	0	0	0	0	0	42	0	12	13	0	0	0	0	0	6	0	0	16	0	0	0	122	0	0	125	41	0	0	0	0	0	0	0	9	0	15	0	0	131	0	0	0	0	5	0	0	0	0	141	0	0	0	0	0	197	0	0	0	0	52	12	0	0	0	0	0	10	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9	0	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	9	0	0	0	3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	5	0	0	0	0	0	0	0	0
