feature	Oleiharenicola	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Streptococcus	Rhodospirillales_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Obscuribacteraceae_Genus	Candidatus_Bealeia	Luteolibacter	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Candidatus_Obscuribacter	Lysobacter	env.OPS_17_Genus	Luteimonas	Terrimonas	Leuconostoc	Sediminibacterium	Altererythrobacter	SM1A02	Aeromonas	Burkholderia.Caballeronia.Paraburkholderia	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Alphaproteobacteria_Genus	Microscillaceae_Genus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Sphingomonas	Devosia	Saprospiraceae_Genus	Chryseobacterium	Leeia	Brevundimonas	Chlamydiales_Genus	Emticicia	Agitococcus	Phreatobacter	Microtrichaceae_Genus	Ensifer	Haliangiaceae_Genus	Paucibacter	Telmatocola	Paenirhodobacter	Nitrosomonas	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	A21b_Genus	Cetobacterium	Shinella	Sutterellaceae_Genus	Fluviicola	Legionella	Exiguobacterium	Burkholderiales_Genus	AAP99	SM2D12_Genus	Babeliaceae_Genus	Turicibacter	Chitinilyticum	Rickettsiella	Stagnimonas	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	Fimbriiglobus	Dinghuibacter	Truepera	Caulobacter	Tetragenococcus	Nocardia	Abditibacterium	Enterovirga	Rubrivivax	Neochlamydia	Blfdi19_Genus	Sandaracinaceae_Genus	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Gordonia	Anaerovorax	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Rhizorhapis	Cytophagales_Genus	Kinneretia	Marinomonas	cvE6_Genus	Pir4_lineage	Candidatus_Nomurabacteria_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Caedibacter	Aquihabitans	Agromyces	Bosea	LiUU.11.161_Genus	Undibacterium	Ligilactobacillus	Stella	Neisseriaceae_Genus	TM7a	Bacillus	X0319.6G20_Genus	Parvibium	Afipia	Pseudolysobacter	Glutamicibacter	Rhizobium	Rothia	Candidatus_Megaira	alphaI_cluster	Runella	Chitinophagaceae_Genus	NS11.12_marine_group_Genus	Blastococcus	Cellvibrio	Candidatus_Alysiosphaera	Parachlamydiaceae_Genus	Deinococcus	Gaiellales_Genus	Bacilli_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	KD4.96_Genus	Curvibacter	Gemmata	Bradyrhizobium	Nocardioides	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	PB19_Genus	Anaerocolumna	Acinetobacter	Candidatus_Paracaedibacter	Paracoccaceae_Genus	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	CL500.3	Ruminiclostridium	Aquabacterium	Bdellovibrio	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Holosporaceae_Genus	Variovorax	Blastocatella	Sphingobium	Ottowia	Oscillospiraceae_Genus	Oligoflexaceae_Genus	Stenotrophomonas	Pirellula	Sandaracinus	X67.14_Genus	Malacoplasma	RBG.13.54.9_Genus	Blastomonas	PeM15_Genus	Cypionkella	OM190_Genus	Unknown_Family_Genus	Cloacibacterium	Allomeiothermus	Paraconexibacter	Defluviimonas	JG30.KF.CM45_Genus	Ellin6055	Rhodovastum	Massilia	X11.24_Genus	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Candidatus_Captivus	Gemmobacter	MBNT15_Genus	Brevitalea	Rhizobiaceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodopseudomonas	Armatimonadota_Genus	Thermoactinomycetaceae_Genus	DEV114	Simkaniaceae_Genus	Eremiobacteria_Genus	Hirschia	Plesiomonas	Arthrospira_PCC.7345	Knoellia	Anoxybacillus	OLB12	Thermus	Rheinheimera	Sporomusaceae_Genus	Chitinimonas	Frisingicoccus	Rhodospirillaceae_Genus	Raineya	Barnesiellaceae_Genus	NB1.j_Genus	Acidovorax	Ferruginibacter	Methylobacterium	Kocuria	Peptoniphilus	Methylocystis	Mesorhizobium	Micavibrionales_Genus	Hassallia	Nannocystis	WY65	Fuscovulum	Turneriella	Permianibacter	Hyphomonadaceae_Genus	Pseudoduganella	Lactococcus	Nordella	Delftia	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Flectobacillus	Desulfotomaculum	KD3.10	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Bryobacter	Enhydrobacter	AKYH767_Genus	Methyloversatilis	Bordetella	Hyphomicrobiales_Genus	Haliscomenobacter	Sphingomonadaceae_Genus	Hydrogenophaga	Dongia	Babeliales_Genus	Panacibacter	Pseudoxanthomonas	Niveibacterium	Elsteraceae_Genus	Methylibium	Perlucidibaca	Coxiella	Acetivibrio	Polyangiaceae_Genus	Aurantisolimonas	Agrobacterium	Anaerotaenia	Vogesella	CL500.29_marine_group
f412	0	0	0	0	0	144	0	0	962	25	0	0	0	1903	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	0	78591	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	99	14	0	0	0	0	0	0	8	0	0	122	0	0	0	1130	0	92	0	0	0	0	0	0	74	0	0	0	2150	0	61	0	15	0	0	0	0	0	0	137	0	0	0	25	0	110	0	0	81	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	6	0	0	0	0	0	2	0	0	0	0	35	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	110	0	0	0	6	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	127	0	0	0	0
f413	0	0	0	3	0	141	0	0	2393	50	21	0	0	1142	0	0	0	0	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	51845	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	24	103	61	0	0	0	0	0	0	0	0	0	610	0	132	0	1800	0	52	0	0	0	0	0	0	90	0	0	0	5499	0	55	0	53	0	0	0	0	0	0	98	0	0	0	33	0	386	0	0	121	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	31	0	32	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	461	0	0	0	8	0	0	0	0	0	0	0	0	0	0	127	0	0	16	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	23	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	85	0	0	0	0
f414	0	167	0	0	0	110	0	0	4031	72	620	0	0	1445	0	0	0	13	22	0	7	17	0	27	0	41	0	0	0	0	0	0	0	11	89	3	0	0	46	0	0	0	0	0	29982	0	4	6	0	0	109	485	0	0	80	0	0	0	0	0	0	0	0	0	197	266	322	0	63	0	0	0	0	20	0	0	269	0	50	45	2407	65	143	0	0	0	0	0	0	765	0	0	0	6764	0	73	0	122	0	0	0	0	0	0	99	0	0	0	109	0	228	0	18	252	0	45	0	21	0	0	15	61	0	0	0	0	13	0	0	17	7	0	11	0	0	0	0	0	0	6	20	0	0	15	0	0	18	4	63	0	8	0	10	0	0	0	13	0	0	0	0	85	0	0	38	26	0	0	0	2	80	12	0	0	0	0	0	0	0	0	8	19	31	0	0	0	0	0	0	0	0	717	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	47	0	9	0	0	0	26	0	0	0	157	0	0	0	21	0	0	0	6	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	108	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	35	0	0	4	430	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	256	0	0	0	0
f415	0	0	0	0	0	36	0	0	2429	12	0	0	0	1887	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	43822	0	0	0	0	0	0	183	0	0	0	0	68	0	0	0	0	0	0	0	26	66	74	19	0	0	0	0	0	0	0	0	60	0	0	0	849	0	129	0	0	0	0	0	0	464	0	0	0	828	0	115	0	65	0	0	0	0	0	0	154	0	0	0	101	0	70	0	0	147	0	57	56	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	39	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	62	0	0	0	0	0	0	71	0	0	0	0
f416	0	14	5	0	0	335	0	0	910	11	15	0	0	1211	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	58659	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	4	77	35	0	0	0	0	0	0	0	0	0	107	0	15	0	353	0	24	0	0	0	0	0	0	34	0	0	0	1995	0	23	0	9	0	0	0	0	0	0	52	0	0	0	30	0	119	0	0	41	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0	31	0	0	0	0
f441	0	100	15	12	0	154	0	0	8061	186	215	11	0	3021	13	0	0	4	9	0	57	41	0	13	0	0	0	0	0	0	57	0	0	15	104	14	0	0	88	0	0	11	0	0	8154	0	19	3	0	5	188	1052	0	0	36	0	0	0	8	0	0	0	0	0	28	49	416	0	14	0	0	0	0	27	45	0	1164	0	94	114	793	27	332	0	0	36	0	0	3	643	0	0	0	15423	0	101	105	25	0	0	0	0	0	0	427	0	0	0	190	0	161	0	48	443	0	95	0	120	0	0	44	16	0	0	9	0	3	0	0	41	0	0	33	0	0	0	0	0	0	0	41	0	0	42	0	0	10	0	130	0	10	0	0	0	0	0	5	0	0	0	0	114	0	0	17	42	5	0	0	0	11	0	0	0	0	0	0	0	0	0	117	67	11	0	0	0	0	0	0	15	0	826	0	0	53	0	0	0	0	0	0	9	0	0	0	0	5	0	0	32	0	10	0	0	0	8	15	0	0	99	0	0	0	5	0	17	0	169	0	0	0	0	0	0	321	5	33	53	0	0	30	0	0	0	0	0	4	1556	0	0	0	0	0	0	73	0	0	0	0	175	0	22	0	0	0	0	0	0	0	0	0	4	129	0	0	5	0	0	8	0	0	12	45	0	0	3	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	26	0	0	0	0	0	0	141	0	4	0	0
f442	0	17	9	13	0	657	0	0	15120	40	9	0	0	5311	28	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	68	0	0	0	74	13	0	0	10	0	0	0	0	0	9426	0	0	0	0	0	0	1169	0	0	0	0	0	0	0	0	0	0	0	0	0	8	469	0	0	0	0	0	0	20	0	0	993	0	101	0	1781	0	359	0	0	0	0	0	0	391	0	0	0	17364	0	82	100	44	0	0	0	0	0	0	1364	0	0	0	130	0	164	0	23	334	0	80	0	7	0	0	41	0	0	0	0	0	42	0	0	6	0	0	11	0	0	0	0	0	0	0	16	0	0	42	0	0	31	0	101	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	47	0	0	0	0	0	0	0	10	0	619	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	9	0	22	0	0	0	0	0	0	0	0	0	69	0	0	0	5	0	22	0	0	0	0	0	0	0	0	214	9	0	51	0	0	0	0	0	0	0	0	0	1684	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	57	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	128	0	0	0	0
f443	0	22	0	0	0	196	0	0	6444	30	0	0	0	3040	0	0	0	0	0	0	0	19	0	12	0	0	0	0	0	0	44	0	0	0	53	3	0	0	11	0	0	0	0	0	20227	0	0	0	0	0	0	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	27	0	0	645	0	94	0	977	0	178	0	0	0	0	0	0	280	0	0	0	21266	0	90	71	24	0	0	0	0	0	0	408	0	0	0	117	0	255	0	20	258	0	37	0	22	0	0	34	0	0	0	0	0	35	0	0	16	0	0	0	0	0	0	0	0	0	0	14	0	0	29	0	0	15	0	75	0	0	0	0	0	0	0	0	0	0	0	3	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	8	5	465	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	4	0	0	0	70	0	0	0	9	0	8	0	0	0	0	0	0	0	0	204	0	0	24	0	0	0	0	0	0	0	0	0	2037	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
f444	0	23	11	5	0	322	0	0	12231	24	55	0	0	5426	0	0	0	0	0	0	0	22	0	9	0	0	0	0	4	0	40	0	0	0	96	13	0	0	6	0	0	0	0	0	21471	0	0	0	0	0	0	1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	32	0	0	1504	0	139	0	2086	0	320	0	0	0	0	0	7	411	0	0	0	14731	0	93	259	31	0	0	0	0	0	0	576	0	0	0	226	0	273	0	41	447	0	67	0	11	0	0	44	0	0	0	5	0	30	0	0	25	0	0	28	0	0	0	0	0	0	0	36	0	0	33	0	0	34	0	141	0	0	0	0	0	0	0	4	0	0	0	0	84	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	12	0	664	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	6	4	0	0	11	0	0	0	93	0	0	0	0	0	29	0	0	0	0	0	0	0	0	239	4	0	0	0	0	10	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	40	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	180	0	0	0	0	0	0	127	0	0	0	0
f445	0	35	0	7	0	275	0	0	10627	61	0	0	0	2123	13	0	0	0	0	0	0	25	0	4	0	0	0	0	0	0	144	0	0	0	200	13	0	0	0	0	0	0	0	0	22355	0	0	0	0	0	0	1158	0	0	0	0	0	0	3	0	0	0	0	0	0	0	274	0	0	0	0	0	0	54	0	0	1250	0	151	0	1749	0	279	0	0	0	0	0	0	708	0	0	0	10525	0	72	290	35	0	0	0	0	0	0	1850	0	0	0	133	0	193	0	17	525	0	47	0	0	0	0	26	3	0	0	0	0	29	0	0	22	0	0	53	0	0	0	0	0	0	0	41	0	0	0	0	0	62	0	85	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	7	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	5	46	0	0	0	0	0	0	0	14	0	511	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	22	0	0	0	11	0	0	0	130	0	0	0	13	0	9	0	0	0	0	0	0	0	0	298	0	0	10	0	0	0	0	0	0	0	0	0	1319	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	102	0	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	208	0	0	0	0
f447	0	49	17	13	0	344	0	0	12346	61	7	0	0	2968	0	0	0	0	0	0	0	30	0	17	0	0	0	0	0	0	94	0	0	0	178	28	0	0	0	0	0	0	0	0	10142	0	0	0	0	0	0	947	0	0	0	0	0	0	5	0	0	0	0	0	0	0	324	0	0	0	0	0	0	43	0	0	1465	0	178	0	1681	0	552	0	0	0	0	0	0	708	0	0	0	15904	0	144	170	44	0	0	0	0	0	0	955	0	0	0	232	0	120	0	45	627	0	128	0	43	0	0	55	0	0	0	0	0	0	0	0	41	0	0	33	0	0	0	0	0	0	0	39	0	0	31	0	0	56	0	135	0	0	0	0	0	0	0	5	0	0	0	0	106	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	61	0	0	0	12	0	0	0	20	0	920	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	3	0	44	0	26	0	0	0	16	0	0	0	94	0	0	0	8	0	26	0	0	0	0	0	0	0	0	487	0	0	16	0	0	27	0	0	0	0	0	0	2000	0	4	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	7	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	205	0	0	0	0
f448	0	0	0	12	4	97	0	0	6286	0	0	0	0	5358	14	0	0	0	0	0	0	4	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21658	0	0	0	0	21	6	11349	0	0	0	0	0	0	0	0	0	0	0	0	0	250	232	30	0	0	0	0	0	5	0	0	632	0	0	138	1033	0	32	0	0	0	0	0	0	46	0	0	0	8032	0	85	417	0	0	0	0	0	0	0	213	0	0	0	26	0	95	0	0	70	0	5	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	18	154	0	2	0	0	0	0	0	0	0	0	0	37	0	310	3	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	42	11	0	0	0	0	0	0	0	0	9	0	20	4	6	0	0	0	0	0	0	25	0	168	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	9	0	89	19	0	34	0	0	0	0	0	0	0	0	0	480	0	0	0	0	9	0	0	0	0	0	0	35	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	18	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0
f449	0	4	0	3	0	72	0	0	11636	11	0	0	0	5471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	0	0	0	0	0	13313	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	5	0	0	101	0	19	0	461	0	70	0	0	0	0	0	0	106	0	0	0	25125	0	42	29	5	0	0	0	0	0	0	234	0	0	0	24	0	131	0	0	57	0	17	0	16	0	0	12	0	0	0	0	0	0	0	0	166	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	4	31	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	112	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	19	0	0	0	6	0	6	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	1899	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	52	0	0	0	0
f561	18	332	74	125	0	0	3	0	1759	798	339	208	0	24	126	0	8	0	43	0	117	23	0	7	16	290	420	0	0	0	0	0	0	36	125	243	0	394	77	51	0	5	0	0	70080	0	220	107	0	0	31	680	0	0	116	0	0	519	0	154	5	8	0	0	160	0	132	0	284	233	0	0	0	44	12	16	241	0	150	159	194	367	12	163	12	631	2	0	0	14	0	19	0	242	0	0	0	179	0	82	106	0	0	0	18	0	0	0	176	0	41	0	495	78	0	0	0	653	0	0	0	57	0	65	3661	57	14	0	0	172	17	20	12	55	28	8	9	0	0	0	129	36	69	0	0	0	16	0	0	0	178	0	7	0	0	38	59	0	0	15	0	69	5	0	5	150	0	0	0	0	0	0	64	20	0	0	0	51	18	170	560	145	59	0	219	0	0	50	0	0	0	430	14	10	26	0	0	0	0	0	231	0	69	81	0	46	7	0	0	53	35	5	0	0	0	0	0	343	0	0	0	0	0	173	0	22	0	85	0	0	0	0	0	0	37	11	53	25	0	64	0	0	21	0	0	49	27	12	0	0	0	117	0	0	13	0	0	64	0	0	127	0	20	0	0	0	0	0	0	62	20	276	166	131	0	14	0	25	55	0	0	0	14	0	0	25	252	0	0	0	33	0	32	0	20	5	0	196	0	0	0	474	0	0	0	0	0	0	24	0	24	0	0	0	0	0	0	0	0	0
f562	0	40	18	0	0	120	0	0	1093	25	361	0	0	450	0	0	0	0	22	0	0	80	0	0	0	31	18	0	0	0	19	0	0	0	68	51	0	0	0	0	0	0	0	0	49852	0	0	0	0	0	0	2981	0	0	43	0	0	0	5	0	0	0	0	0	128	0	90	0	14	0	0	0	0	20	0	0	592	0	289	0	1428	0	227	0	0	0	36	0	0	13	0	0	0	314	0	12	184	91	0	0	0	0	0	0	9079	0	0	0	286	0	589	0	4	338	0	0	0	0	0	0	36	140	0	0	0	0	15	0	0	0	15	0	29	0	0	0	0	0	7	0	109	0	0	0	0	0	36	2	23	0	8	0	0	0	0	0	0	0	0	0	0	27	0	0	13	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	3	168	10	2	0	0	0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	8	0	7	0	0	15	0	0	39	0	3	0	0	0	0	0	0	8	272	0	0	0	31	0	13	0	0	0	0	0	0	0	0	60	0	0	108	0	0	0	0	7	0	0	0	0	20	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	8	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	291	0	0	0	0	0	0	69	0	7	0	0
f621	0	471	79	73	0	997	3	0	3241	398	58	0	0	2156	0	0	0	0	35	0	0	0	0	9	0	37	59	0	0	0	99	0	0	0	221	193	0	23	0	0	0	0	0	0	35238	0	0	11	0	29	0	6011	0	0	21	0	0	5	27	0	0	44	0	0	67	24	1069	0	13	90	0	11	0	166	0	15	2970	0	360	119	7350	0	231	11	11	18	45	0	0	86	0	0	0	1070	0	832	416	26	0	0	14	0	0	0	429	0	0	21	890	0	252	0	31	541	0	29	0	33	0	0	957	34	0	0	337	0	19	0	0	36	0	0	87	0	0	0	50	0	0	6	24	0	0	0	0	0	73	14	39	0	102	0	0	0	0	0	15	0	0	0	0	19	0	0	174	0	0	0	0	143	22	0	0	0	0	0	0	0	0	0	0	9	6	0	0	158	0	0	0	0	0	1540	62	0	243	0	0	32	5	0	0	3	0	0	0	0	0	10	0	178	0	166	0	0	0	254	0	78	0	230	0	0	0	48	0	98	0	10	0	25	0	0	0	0	365	0	0	254	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	4	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	13	85	0	0	0	0	0	0	0	200	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	2	178	0	0	0	0	0	55	1539	0	0	0	6	0	0	136	0	0	0	0
