gene	log2FoldChange	padj	baseMean	pvalue	stat	metadata	value
phf14	0.5420951154016692	0.04459671312916178	177.80226065505704	0.008325118078470379	2.6385917029416137	Treatment	A- T- P+
phf19	1.069384941877939	0.011243320159093404	256.4627874256158	0.0012461037542358775	3.2281115407622067	Treatment	A- T- P+
phf5a	0.8154619776616007	0.007707738937283977	199.59437471412235	7.541733430493752e-4	3.3690880438583117	Treatment	A- T- P+
phf6	0.720154719841484	0.03230282802110324	162.78487040687898	0.005335430204863936	2.7860520604366794	Treatment	A- T- P+
phkb	-0.7779981906922369	0.0011536118162887611	401.59298885144983	5.727363934490353e-5	-4.023770879822591	Treatment	A- T- P+
phlda2	1.4526613186613953	0.016136694346106213	1395.6942488347004	0.002047018831415576	3.08332439295677	Treatment	A- T- P+
phldb1a	0.8300714003595601	2.776144266434403e-4	446.3235867712582	8.582474030609243e-6	4.450113948344363	Treatment	A- T- P+
phldb3	-0.6064777656110835	0.029066986881906842	354.03618179595554	0.0046233402980444364	-2.832169019050599	Treatment	A- T- P+
phtf1	-0.3502489800901811	0.026907941190798187	997.5468928604528	0.00417317101114502	-2.8647662994816043	Treatment	A- T- P+
phyh	-0.8098291947724221	0.012686493052108365	5395.929404318491	0.0014740334827135387	-3.1797476644564666	Treatment	A- T- P+
phyhipla	1.8048747459690395	0.037027931611508545	14.895856356432365	0.006458138319505174	2.723565627580977	Treatment	A- T- P+
phykpl	-0.8414249616724836	0.03057353911199284	126.24316661557054	0.004954165316234262	-2.809999004831755	Treatment	A- T- P+
pi4k2a	-0.4755039615039521	0.027159234299717575	613.2428518019005	0.004220540532149021	-2.8611899836860766	Treatment	A- T- P+
pi4k2b	-0.59504708050992	0.035423832593186516	821.4939330475479	0.006063155171294056	-2.7443462346762364	Treatment	A- T- P+
picalmb	-0.5835674143661875	0.004607517821883793	347.3245000008299	3.784204146786256e-4	-3.554693172639039	Treatment	A- T- P+
pigf	0.7680553417725987	7.488107156573133e-4	230.76492618175834	3.152196798701695e-5	4.1621829188665105	Treatment	A- T- P+
pigk	0.6785266390188117	0.016414534264628737	126.17971756105673	0.0020924133228921835	3.076791885765891	Treatment	A- T- P+
pigrl2.6	1.4604801009313795	0.009132801242392538	55.99008017641768	9.463140611320791e-4	3.306019783061136	Treatment	A- T- P+
pigrl4.2	1.8199917159650165	0.006768810351465403	14.72318862774129	6.347503524148307e-4	3.416313889549661	Treatment	A- T- P+
pigs	0.8371022745066136	0.010422961019257299	414.368371721735	0.001132626998640439	3.2553249347129856	Treatment	A- T- P+
pigt	0.5842658400597471	0.04457898624409744	72.34982405947544	0.008310324208117505	2.639194682220556	Treatment	A- T- P+
pigu	0.7862528974608279	0.00415445658881788	288.3594955513596	3.285805267845963e-4	3.591658272934605	Treatment	A- T- P+
pik3r1	-0.9588730269424861	0.008523770316640152	4590.209486562912	8.603702622783419e-4	-3.3326049093274626	Treatment	A- T- P+
