feature	Oleiharenicola	X0319.6G20_Genus	Planifilum	Hyphomicrobiales_Incertae_Sedis_Genus	Legionella	Craurococcus	Pseudorhodoplanes	Blastococcus	Pedosphaeraceae_Genus	Phreatobacter	Fluviicoccus	Caulobacter	Candidatus_Paracaedibacter	Dechloromonas	Rickettsiaceae_Genus	Chitinophagales_Genus	Culicoidibacter	Clostridium	Gammaproteobacteria_Genus	SWB02	Noviherbaspirillum	Crenobacter	Variovorax	Parachlamydiaceae_Genus	Streptococcus	Gemmata	X37.13_Genus	Haliangiaceae_Genus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Comamonadaceae_Genus	Piscinibacter	Siminovitchia	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Roseomonas	env.OPS_17_Genus	Paracoccus	Pirellulaceae_Genus	Pseudomonas	Hyphomicrobiales_Genus	Pedomicrobium	Reyranella	JGI_0001001.H03	Rhodocyclaceae_Genus	Candidatus_Bealeia	Luteolibacter	Cytophagales_Genus	Nocardia	Gemmataceae_Genus	Aeromonas	Candidatus_Protochlamydia	Enterobacterales_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	Planctomycetes_Genus	Paracoccaceae_Genus	Jeotgalicoccus	Nocardioides	Lysobacter	Luteimonas	Burkholderiales_Genus	Candidatus_Megaira	Bacillota_Genus	Terrimonas	Fimbriiglobus	Leuconostoc	Kinneretia	Blastocatellaceae_Genus	Aquihabitans	Caldilineaceae_Genus	Pirellula	Burkholderia.Caballeronia.Paraburkholderia	bacteriap25_Genus	Brevifollis	Granulosicoccus	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Sandaracinaceae_Genus	Marmoricola	Emticicia	NS9_marine_group_Genus	Hyphomicrobium	Fusobacteriaceae_Genus	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Armatimonadaceae_Genus	Anaerovorax	Microscillaceae_Genus	Paludibaculum	NS11.12_marine_group_Genus	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Granulicatella	Flavobacterium	Sphingomonas	Devosia	Saprospiraceae_Genus	Staphylococcus	Leeia	Chlamydiales_Genus	Agitococcus	Microtrichaceae_Genus	Ensifer	Paucibacter	Cloacibacterium	Telmatocola	Rhizobium	Paenirhodobacter	Nitrosomonas	Novosphingobium	Gemmatimonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Aeromicrobium	Polyangiia_Genus	P3OB.42	Roseicella	A21b_Genus	Moraxellaceae_Genus	Blastocatella	Cetobacterium	Gaiellales_Genus	Shinella	Sutterellaceae_Genus	Meiothermus	Fluviicola	Niveibacterium	Vibrionaceae_Genus	Exiguobacterium	Chitinilyticum	AAP99	SM2D12_Genus	Rickettsiella	Acinetobacter	Eremiobacteria_Genus	Candidatus_Ovatusbacter	Shewanella	Bosea	Bryobacteraceae_Genus	Pectobacteriaceae_Genus	X11.24_Genus	JG30.KF.CM45_Genus	Runella	Tetragenococcus	Sphingomonadaceae_Genus	Abditibacterium	Oligoflexaceae_Genus	Enterovirga	Stagnimonas	Rhizorhapis	Rubrivivax	Mycobacterium	Neochlamydia	Blfdi19_Genus	Lonsdalea	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Actinobacteria_Genus	Opitutaceae_Genus	Pseudomonadota_Genus	Pasteurella	Chryseobacterium	Gemmobacter	Kineosporiaceae_Genus	Microtrichales_Genus	Bdellovibrio	Rhodovastum	Sphingopyxis	Rhizobiaceae_Genus	Cellvibrio	Obscuribacteraceae_Genus	Marinomonas	Synechococcus_PCC.7902	cvE6_Genus	Pseudoduganella	Pir4_lineage	Agromyces	Planctomycetota_Genus	mle1.27_Genus	IMCC26207	Dyadobacter	Agriterribacter	Brevundimonas	Thermoleophilia_Genus	MBNT15_Genus	Undibacterium	Ligilactobacillus	Aeromonadaceae_Genus	Stella	Vibrio	Neisseriaceae_Genus	OM190_Genus	TM7a	Geodermatophilaceae_Genus	Caedibacter	Leucobacter	Parvibium	Pseudolysobacter	Dinghuibacter	WY65	Glutamicibacter	Sediminibacterium	BIrii41_Genus	Rothia	alphaI_cluster	Lysobacteraceae_Genus	Pseudoxanthomonas	Vampirovibrionales_Genus	Chitinophagaceae_Genus	Armatimonas	Kapabacteriales_Genus	Chlamydiaceae_Genus	Phenylobacterium	Alphaproteobacteria_Genus	Candidatus_Alysiosphaera	Bacillaceae_Genus	Gordonia	Alicyclobacillus	Deinococcus	PeM15_Genus	LWQ8_Genus	Fimbriimonadaceae_Genus	Gemmatimonas	TRA3.20_Genus	Bacilli_Genus	Tundrisphaera	KD4.96_Genus	Curvibacter	PMMR1	Bradyrhizobium	OLB17	Vicinamibacteraceae_Genus	Flavihumibacter	Anaerocolumna	Longivirga	Rhodospirillales_Genus	Holosporaceae_Genus	Pontibacter	SH3.11	Kineococcus	Sphingobium	CL500.3	Ruminiclostridium	Chromobacteriaceae_Genus	Aquabacterium	Myxococcaceae_Genus	Barnesiellaceae_Genus	Pyrinomonadaceae_Genus	Candidatus_Abawacabacteria_Genus	Aerococcaceae_Genus	Candidatus_Obscuribacter	Serinicoccus	Oscillospiraceae_Genus	Babeliaceae_Genus	Opitutus	X67.14_Genus	Malacoplasma	Blastomonas	Cypionkella	Paraconexibacter	Elstera	Defluviimonas	Ellin6055	Massilia	Thermomicrobiales_Genus	Thermodesulfobacteriota_Genus	Paraclostridium	Micromonospora	Alcaligenaceae_Genus	Pseudomonadales_Genus	Hyphomicrobiaceae_Genus	Methylorubrum	Brevitalea	Sporichthyaceae_Genus	Psychromonas	Rubritaleaceae_Genus	Campylobacterales_Genus	Fusobacteriales_Genus	Stenotrophomonas	Adhaeribacter	Thermoactinomycetaceae_Genus	Nevskiaceae_Genus	Simkaniaceae_Genus	OLB12	RBG.13.54.9_Genus	Hirschia	Plesiomonas	Knoellia	Lactococcus	Unknown_Family_Genus	Thermus	Rheinheimera	Sporomusaceae_Genus	Acidiferrimicrobium	Chitinimonas	Frisingicoccus	Raineya	NB1.j_Genus	Altererythrobacter	Rhodopseudomonas	Methylobacterium	Vampirovibrio	Acidovorax	Kocuria	Polyangiales_Genus	Elsteraceae_Genus	Peptoniphilus	Bacillus	Methyloligellaceae_Genus	Mesorhizobium	Micavibrionales_Genus	Veillonellales.Selenomonadales_Genus	Pseudorhizobium	Mariniblastus	Azospira	Rhodospirillaceae_Genus	Hassallia	Nannocystis	Isosphaeraceae_Genus	Fuscovulum	Aureimonas	Vermiphilaceae_Genus	Turneriella	Polyangiaceae_Genus	Permianibacter	Geodermatophilus	Hyphomonadaceae_Genus	Nordella	Delftia	Sandaracinus	Actinoplanes	Corynebacterium	Haliscomenobacter	Latilactobacillus	Ferruginibacter	Flectobacillus	Desulfotomaculum	Anaerospora	Thermobrachium	Peptostreptococcaceae_Genus	Romboutsia	Babeliales_Genus	Pediococcus	Lactobacillaceae_Genus	AKYH767_Genus	Bordetella	Acidibacter	Hydrogenophaga	Bacteroidales_Genus	Intrasporangiaceae_Genus	Aurantisolimonas	Acetobacteraceae_Genus	SM1A02	Perlucidibaca	Coxiella	Acetivibrio	Anaerotaenia	Vogesella	CL500.29_marine_group
f89	0	0	0	0	7	0	0	0	0	19	0	0	0	8	0	0	10788	0	0	0	0	320	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	121	0	0	0	0	0	0	0	0	0	0	66125	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	3	0	0	0	0	20	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16483	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	1559	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	5	0	0	0	0	3	0	56	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f90	0	4	0	0	60	0	0	0	0	288	0	10	0	218	0	0	1095	20	165	0	0	3947	0	0	45	0	0	0	0	0	0	0	0	0	0	18	0	0	0	88	0	0	0	2847	0	0	0	0	0	0	0	0	0	23	54892	0	0	0	0	0	0	0	1044	0	0	0	0	15	0	0	0	4	0	0	0	19	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	27	2	0	0	0	0	0	0	67	230	22	0	47	198	0	0	0	0	0	0	0	0	0	16	0	0	0	2367	0	0	14	0	0	0	0	0	900	0	0	0	0	0	0	292	88	0	0	0	6	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	23	0	0	0	0	0	594	0	10	0	0	0	0	0	0	0	0	6	0	2	622	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	109	0	0	0	24	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0
f381	0	102	0	1778	233	0	175	28	51	989	0	0	0	37	113	0	26	6428	1789	145	0	38	8	0	0	606	0	938	0	183	262	87	0	3	91	80	20	56	0	0	27	0	0	329	5	191	29	0	0	0	0	4	265	3204	701	35	0	0	0	696	399	0	1465	0	2092	0	1610	31	0	0	12	405	0	199	0	111	0	652	0	0	0	0	18	0	0	891	0	0	25	0	1214	0	0	5	42	4	182	18	0	0	6	812	0	44	0	652	67	0	0	171	5	20	137	742	38	380	68	1053	111	38	11	5	0	5	0	0	0	0	0	0	127	174	10	0	0	0	0	18	0	0	20	0	0	0	14	0	6	11	36	18	0	0	107	295	0	0	0	0	0	0	41	0	404	593	0	0	0	0	23	2	0	0	0	34	520	109	86	0	0	82	71	24	0	4	0	15	16	286	647	0	35	159	0	22	0	0	0	2859	0	0	70	0	0	11	0	0	0	0	0	0	979	0	25	3	0	0	250	0	12	0	3	0	0	0	0	0	1633	0	196	0	384	429	0	5	0	0	0	5439	12	0	0	255	0	109	13	63	614	0	42	0	14	0	0	0	20	0	248	0	0	0	0	0	49	0	67	4	0	95	0	0	109	0	0	0	0	0	0	27	0	0	0	0	0	0	117	0	0	0	0	0	0	0	7	0	0	28	0	15	22	0	0	0	0	0	1375	0	12	0	0	7	0	0	0	0	560	0	0	0	0	0	0	59	0	0	0	0	0	0	52	0	0	317	0	6	0	0	0	0	23	92	0	0	0	0	139	0	0	0	93	18	0	274	0	0	0	0	30	0	0	0	0	8	9	0	0	0	0	0	245	0	3
f411	0	0	0	0	8	0	0	0	0	83	0	0	0	19	0	0	3082	0	6	0	0	777	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	164	0	0	2	0	0	0	0	0	0	0	60606	0	0	0	0	0	3	0	32	0	0	0	236	0	0	15	0	3	0	0	0	0	0	4	0	0	6	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	17	0	0	0	0	0	98	0	0	8	0	0	0	4	0	0	123	48	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7174	0	0	50	0	0	93	0	7	77	0	0	0	0	0	0	367	0	0	0	7	0	0	0	0	0	0	0	0	0	19	47	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	39	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	495	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0
f412	0	2	0	5	15	0	0	0	0	122	0	8	0	144	0	0	962	0	14	0	0	1903	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	0	25	0	0	0	260	0	0	0	0	0	0	0	0	0	74	78595	0	0	0	0	0	17	0	355	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	0	0	1130	112	0	35	92	0	0	0	0	0	0	0	0	0	0	0	0	0	2153	0	0	61	0	0	328	0	0	140	0	0	0	0	0	0	110	19	0	0	0	6	0	0	0	0	0	0	0	0	0	25	8	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
f413	0	0	0	0	53	0	6	0	3	610	0	0	0	141	0	0	2393	21	64	0	0	1142	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	11	0	33	0	9	0	220	2	2	0	0	0	0	0	0	9	90	51845	8	7	0	0	0	7	0	222	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	103	0	0	0	0	0	0	0	0	132	1800	464	0	18	52	0	0	0	0	0	0	0	0	0	0	0	0	0	5499	0	0	55	0	0	88	0	0	98	0	0	0	0	0	0	386	31	0	0	0	8	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	16	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	20	0	0	0	8	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0
f414	0	17	0	167	122	0	0	0	0	269	0	45	0	110	0	0	4035	620	322	4	0	1445	0	12	0	8	0	48	0	13	22	0	0	0	7	17	0	27	0	109	0	0	0	485	0	41	0	0	0	0	0	0	21	765	29988	0	3	0	0	11	89	0	717	0	31	0	46	0	0	0	0	18	0	0	0	18	0	47	0	0	4	0	6	0	0	109	0	0	0	0	80	0	0	0	0	0	7	0	0	0	0	197	0	266	0	63	0	0	0	20	0	0	50	2407	157	65	85	143	0	0	0	0	0	0	0	0	0	4	0	0	0	6764	0	0	73	0	0	205	0	0	99	0	0	0	0	0	0	228	63	0	0	6	21	26	0	0	0	0	0	0	0	15	72	61	0	0	0	0	13	0	0	2	0	0	248	6	30	0	0	0	0	2	0	0	0	6	0	20	4	0	0	15	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	38	2	0	0	0	0	0	0	0	0	80	0	17	0	0	26	0	0	0	0	0	430	0	0	0	19	0	0	0	0	35	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0
f415	0	0	0	0	65	21	0	6	0	60	0	57	0	36	0	0	2429	0	74	0	0	1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	101	0	104	0	183	0	0	0	0	0	0	0	0	6	464	43825	0	0	3	0	0	0	0	397	0	123	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	26	0	66	19	0	0	0	0	0	0	0	0	849	92	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	200	0	0	62	0	0	154	0	0	0	0	0	0	70	4	0	0	0	0	0	56	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0
f416	0	0	0	14	9	0	5	0	0	107	0	0	0	335	0	0	910	15	35	0	0	1211	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	30	0	0	0	561	0	0	0	0	0	0	0	0	6	34	58659	4	0	0	0	0	0	0	192	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	77	0	0	0	0	0	0	0	0	15	353	66	0	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1995	0	0	23	0	0	885	0	0	52	0	0	0	0	0	0	119	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
f441	0	5	0	100	28	0	15	0	12	1164	0	95	0	154	0	2	8061	215	416	11	0	3021	0	0	13	117	0	114	0	4	9	36	0	0	67	41	0	13	0	190	0	0	0	1052	3	0	0	2	0	0	57	0	120	643	8157	8	0	0	0	15	104	0	826	0	11	0	88	3	0	0	0	58	0	0	0	10	4	32	0	0	19	0	3	0	5	188	0	0	45	0	36	0	0	0	0	0	0	0	0	0	0	28	0	49	0	14	0	0	0	27	0	0	94	793	99	27	114	332	5	0	9	0	0	3	0	0	0	3	0	0	0	15423	0	0	101	0	105	26	0	0	427	0	0	0	15	0	0	161	130	0	0	173	5	42	0	0	0	0	0	0	0	44	186	16	0	0	9	0	3	5	0	0	0	0	321	0	33	0	17	0	53	0	0	0	0	0	0	41	0	0	0	42	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	443	4	0	11	0	0	17	0	0	0	7	0	0	0	0	0	11	0	41	0	0	8	0	0	0	0	0	124	0	0	0	67	0	0	0	0	45	0	9	0	53	0	0	0	0	0	0	0	175	0	0	0	14	0	5	0	0	10	0	0	15	0	12	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	4	1556	0	0	0	0	0	73	0	0	0	0	0	0	30	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	5	8	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	4	0	0
f442	0	0	0	17	44	0	9	0	13	993	0	80	0	657	0	0	15120	9	469	0	0	5311	0	0	41	4	0	0	0	0	0	0	0	0	0	0	0	3	0	130	0	0	0	1169	3	0	5	0	0	0	68	0	7	391	9426	5	0	0	0	0	74	0	619	0	0	0	10	6	0	0	0	23	0	0	0	31	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	20	0	0	101	1781	69	0	104	359	0	0	0	0	0	0	0	0	0	0	0	0	0	17366	0	0	82	0	100	181	0	0	1367	0	0	0	10	0	0	164	101	0	0	0	9	0	0	0	0	9	0	0	0	41	40	0	0	0	0	0	42	0	0	0	0	0	214	0	11	0	22	0	51	8	0	0	0	0	0	16	0	0	0	42	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	31	0	0	0	47	0	0	0	0	57	0	0	0	42	0	0	0	0	0	0	0	165	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
f443	0	0	0	22	24	0	0	0	0	645	0	37	5	196	0	0	6444	0	234	0	0	3040	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	12	0	117	0	4	0	941	0	0	0	0	0	0	44	0	22	280	20227	0	0	0	0	0	53	0	465	0	0	0	11	0	0	0	0	20	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	94	977	70	0	76	178	0	0	0	0	0	0	0	0	0	0	0	0	0	21266	0	0	90	0	71	0	0	0	416	0	0	0	8	0	0	255	75	0	0	0	9	0	0	0	0	0	0	0	0	34	30	0	0	0	0	0	35	0	0	0	0	0	204	0	0	0	8	0	24	0	0	0	0	0	6	14	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	23	0	0	0	35	0	0	0	0	30	0	0	0	17	0	0	0	0	0	0	0	142	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0
f444	0	4	0	23	31	0	11	0	5	1504	0	67	0	322	0	0	12231	55	542	0	0	5426	0	2	0	0	0	0	0	0	0	11	0	0	0	22	2	9	0	226	0	0	0	1565	0	0	0	0	15	0	40	0	11	411	21471	0	0	0	0	0	96	0	664	0	0	0	6	9	0	0	0	41	0	0	0	34	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	139	2086	93	0	84	320	0	0	0	0	0	7	0	0	0	0	0	0	0	14731	0	0	93	0	259	180	0	0	576	0	0	0	12	0	0	273	141	0	0	0	0	0	0	0	0	0	0	0	0	44	24	0	0	0	5	0	30	0	0	0	0	0	239	0	28	0	29	0	0	66	4	0	0	0	0	36	0	0	0	33	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	11	0	0	0	0	0	40	0	0	0	29	0	0	0	0	65	0	0	0	33	0	0	0	0	0	0	0	284	0	0	0	13	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
