feature	Oleiharenicola	Halomonas	Hyphomicrobiales_Incertae_Sedis_Genus	Pseudorhodoplanes	Pedosphaeraceae_Genus	Parachlamydiaceae_Genus	Fluviicoccus	Dechloromonas	Rickettsiaceae_Genus	Rhodovarius	Chitinophagales_Genus	Culicoidibacter	Mycobacterium	Clostridium	SWB02	Noviherbaspirillum	Crenobacter	Blfdi19_Genus	Streptococcus	Paracaedibacteraceae_Genus	Lutispora	Beijerinckiaceae_Genus	Piscinibacter	Nitrospira	Rhodococcus	Frankiales_Genus	Pseudobdellovibrionaceae_Genus	Phaselicystis	Pedomicrobium	Reyranella	JGI_0001001.H03	Candidatus_Bealeia	Luteolibacter	Babeliaceae_Genus	Micrococcus	Arthrobacter	Sphingorhabdus	SH.PL14	env.OPS_17_Genus	Lysobacter	Luteimonas	Terrimonas	Leuconostoc	Acinetobacter	Rubrivivax	Aeromonas	Larkinella	Burkholderia.Caballeronia.Paraburkholderia	Fimbriimonadaceae_Genus	Brevifollis	Pajaroellobacter	IS.44	Bacteroidia_Genus	Sphaerotilus	Pseudomonas	Brevibacterium	Kocuria	Marmoricola	NS9_marine_group_Genus	Hyphomicrobium	Cytophaga	Gracilibacteria_Genus	Verrucomicrobiaceae_Genus	Candidatus_Protochlamydia	Armatimonadaceae_Genus	Microscillaceae_Genus	Fimbriiglobus	Paludibaculum	Xanthobacteraceae_Genus	Vampirovibrionaceae_Genus	Flavobacterium	Gammaproteobacteria_Genus	Devosia	Saprospiraceae_Genus	Peptostreptococcus	Leeia	Chlamydiales_Genus	Emticicia	Phreatobacter	Microtrichaceae_Genus	Ensifer	Novispirillum	Haliangiaceae_Genus	Paucibacter	Telmatocola	Paracoccaceae_Genus	Nocardia	Paenirhodobacter	Nitrosomonas	Novosphingobium	Comamonadaceae_Genus	Candidatus_Berkiella	Pseudobdellovibrio	Chitinibacter	Sphingomonas	Gemmataceae_Genus	Polyangiia_Genus	P3OB.42	A21b_Genus	Cetobacterium	Deinococcus	Shinella	Sutterellaceae_Genus	Fluviicola	Legionella	Exiguobacterium	Burkholderiales_Genus	AAP99	SM2D12_Genus	Chitinilyticum	Vibrio	Roseomonas	Candidatus_Ovatusbacter	Shewanella	Bryobacteraceae_Genus	Caulobacter	Tetragenococcus	Abditibacterium	Chitinivorax	Stagnimonas	Neochlamydia	Sandaracinaceae_Genus	Leucobacter	Chryseotalea	Ga0077536_Genus	Verrucomicrobiia_Genus	Phenylobacterium	Opitutaceae_Genus	Anaerovorax	Micavibrionales_Genus	X37.13_Genus	Microtrichales_Genus	Paracoccus	Sphingopyxis	Cytophagales_Genus	Kinneretia	Rhizorhapis	cvE6_Genus	Pir4_lineage	mle1.27_Genus	Methylibium	IMCC26207	Polymorphobacter	Dyadobacter	Aquihabitans	Brevundimonas	Agromyces	LiUU.11.161_Genus	Undibacterium	Stella	Neisseriaceae_Genus	TM7a	Caedibacter	X0319.6G20_Genus	JG30.KF.CM45_Genus	Parvibium	Pseudolysobacter	Arthrospira_PCC.7345	Citrobacter	Dinghuibacter	Chryseobacterium	Glutamicibacter	Rhizobium	Sediminibacterium	Candidatus_Megaira	alphaI_cluster	Runella	Chitinophagaceae_Genus	NS11.12_marine_group_Genus	Dietzia	Cellvibrio	Candidatus_Alysiosphaera	Gemmatimonas	TRA3.20_Genus	Aquicella	KD4.96_Genus	Curvibacter	Brucella	Gemmata	CM1G08	Bradyrhizobium	Aerococcus	Staphylococcus	Vicinamibacteraceae_Genus	Flavihumibacter	Kineosporiaceae_Genus	Candidatus_Paracaedibacter	Rhodospirillales_Genus	Thermodesulfobacteriota_Genus	Rhizorhabdus	Bdellovibrio	BIrii41_Genus	Kapabacteriales_Genus	SH3.11	Dechlorobacter	Aeromicrobium	CL500.3	Ruminiclostridium	Nocardioides	Aquabacterium	Sphingomonadaceae_Genus	Pyrinomonadaceae_Genus	Nevskiaceae_Genus	Holosporaceae_Genus	Acetobacteroides	Variovorax	Candidatus_Obscuribacter	Oscillospiraceae_Genus	Bosea	bacteriap25_Genus	Oligoflexaceae_Genus	Pirellula	Babeliales_Genus	Weeksellaceae_Genus	X67.14_Genus	Malacoplasma	Blastomonas	PeM15_Genus	Cypionkella	OM190_Genus	Cloacibacterium	Paraconexibacter	Defluviimonas	Rhodovastum	Massilia	Parageobacillus	X11.24_Genus	Thermomicrobiales_Genus	Gordonia	Fuscovulum	Paraclostridium	Pseudomonadales_Genus	Methylorubrum	Gemmobacter	MBNT15_Genus	Blastocatella	Brevitalea	Rhizobiaceae_Genus	Spirosomataceae_Genus	Sporichthyaceae_Genus	Gemmatimonadaceae_Genus	Rhodocyclaceae_Genus	Weissella	Stenotrophomonas	Planococcus	Simkaniaceae_Genus	Azospira	Hirschia	Plesiomonas	Agitococcus	OLB12	Thermus	Rheinheimera	Sporomusaceae_Genus	Chitinimonas	Raineya	Barnesiellaceae_Genus	Hydrogenophaga	NB1.j_Genus	Acidovorax	Pirellulaceae_Genus	Altererythrobacter	Rhodopseudomonas	Bacillus	Mesorhizobium	Hyphomicrobiales_Genus	Hassallia	Gaiellales_Genus	Nannocystis	WY65	Chthoniobacter	Eremiobacteria_Genus	Turneriella	Permianibacter	Hyphomonadaceae_Genus	Pseudoduganella	Lactococcus	Nordella	Delftia	Sandaracinus	Steroidobacter	Elstera	Longivirga	Latilactobacillus	Serinicoccus	Roseicella	Marinomonas	Tundrisphaera	IMCC26134	Parcubacteria_Genus	Vogesella	Ferruginibacter	Flectobacillus	Desulfotomaculum	Obscuribacteraceae_Genus	Peptostreptococcaceae_Genus	Romboutsia	Opitutus	Bryobacter	Sphingobium	AKYH767_Genus	Bordetella	Haliscomenobacter	Panacibacter	Pseudoxanthomonas	Niveibacterium	Blastococcus	Elsteraceae_Genus	SM1A02	Perlucidibaca	Coxiella	Polyangiaceae_Genus	Aurantisolimonas	Anaerotaenia	Limosilactobacillus	CL500.29_marine_group
f144	8	0	2327	64	198	6	0	682	0	47	0	30	345	139	23	0	113	7	8	0	0	0	0	113	13	0	217	8	34	45	0	0	366	0	0	0	0	114	670	0	106	25	0	650	155	45476	32	0	0	1219	164	0	89	180	3006	0	0	0	264	0	12	351	34	0	25	125	203	0	12	93	510	86	225	276	0	40	118	700	496	0	213	0	246	748	54	699	124	92	161	87	1795	0	0	4	10	250	0	9	0	276	0	0	3	3	163	0	0	22	0	11	1523	294	0	6	0	29	0	0	0	0	16	15	0	243	0	0	15	2	0	10	0	38	0	0	726	0	0	12	60	34	39	72	93	0	135	0	0	0	530	0	20	0	6	17	50	0	0	0	0	85	0	18	48	235	72	75	925	113	0	0	162	0	0	0	7	0	0	0	329	0	42	0	0	34	0	0	0	0	0	0	37	7	35	97	13	0	0	10	3	1063	0	0	0	0	0	0	12	0	289	0	23	14	0	0	129	0	0	29	0	87	0	0	5	163	0	0	0	0	15	312	0	0	0	256	0	0	0	65	0	0	0	19	0	0	0	0	64	21	22	0	16	0	0	0	0	0	0	0	6	215	0	0	23	0	0	0	24	7	0	38	41	0	10	0	34	1570	0	0	0	0	0	21	61	0	0	17	0	102	5	0	1594	0	0	0	0	0	0	0	0	0	0	0	1409	0	10	398	0	0	0	0	0	0	31	0	0	0
f145	9	5	3667	63	403	0	0	899	5	40	68	34	437	150	40	0	172	29	0	0	0	0	32	105	21	0	269	5	63	57	0	0	644	0	0	0	28	151	1096	0	231	204	0	686	185	4077	16	0	0	1005	174	0	120	238	3564	0	0	23	277	10	46	404	157	24	158	182	404	0	26	224	388	199	343	665	0	94	123	1627	581	16	287	0	299	1004	73	880	413	93	261	156	2781	0	41	0	0	299	0	38	0	317	0	0	21	0	178	0	0	59	0	12	0	287	0	0	0	20	0	0	9	0	23	38	0	295	0	0	24	0	0	26	0	0	0	0	795	0	19	16	78	130	18	42	111	0	144	0	7	0	1117	0	28	0	5	38	59	0	0	0	0	95	0	0	77	197	71	89	927	167	0	0	166	20	0	0	13	0	31	0	380	65	59	0	0	63	32	0	8	0	0	0	49	7	34	148	17	0	0	3	25	1300	0	10	17	0	0	0	28	0	312	0	28	37	0	0	120	3	72	39	0	139	0	0	0	167	0	0	0	0	12	516	0	0	0	286	10	0	0	240	13	0	19	28	0	0	0	0	333	49	19	0	0	0	0	0	24	0	0	0	20	346	7	0	119	0	89	52	48	8	11	39	31	0	18	36	40	2751	0	0	0	0	0	28	79	0	0	11	0	126	9	0	2225	0	0	0	0	0	0	4	9	0	12	0	2348	12	19	1142	0	0	0	0	0	14	43	0	0	0
f146	0	0	157	0	0	0	0	431	0	0	0	20	15	5	0	0	133	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	36	0	0	0	0	8	2	0	0	0	0	81	0	91223	0	0	0	0	0	0	0	0	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	11	7	0	0	43	0	0	65	0	90	0	0	2	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	36	36	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	8	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0
f147	0	0	238	7	0	0	0	27	0	9	0	9	56	26	0	0	112	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	52	0	0	0	0	31	0	0	0	0	0	61	0	69978	0	0	0	0	0	0	0	0	1174	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	14	0	12	0	17	0	0	79	0	60	27	0	0	0	57	3	0	5	0	25	0	0	0	311	0	0	0	0	13	0	0	0	0	20	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	26	9	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	8	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	24	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
f171	0	32	333	0	4	5	0	81	0	0	0	807	1085	44	0	0	2299	0	0	0	0	6	0	3	0	0	53	0	8	5	0	0	0	11	0	0	0	12	59	0	0	0	0	33	113	23465	0	0	0	7	9	0	0	0	6452	0	0	0	0	0	0	0	0	0	0	9	7	0	0	259	493	426	14	4	0	0	26	0	1101	0	127	0	4	670	0	772	772	80	0	0	0	43	0	0	0	470	0	0	0	26640	0	0	56	54	45	14	0	0	0	93	6	155	0	900	0	0	0	0	0	0	0	0	0	62	0	15	0	0	0	0	0	23	0	0	7	0	0	0	25	3	0	2	0	0	19	0	0	0	0	0	0	0	0	3	25	0	0	0	113	71	0	18	46	0	17	37	0	0	0	0	151	11	0	0	0	0	0	0	0	0	13	0	0	0	20	0	0	0	0	0	44	0	0	19	0	0	0	0	0	0	15	0	0	0	31	0	22	0	79	0	0	5	0	0	69	5	0	0	0	7	0	0	0	89	0	0	0	0	51	0	0	0	0	82	13	8	0	0	0	0	3	8	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	104	10	0	0	0	33	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	22	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	22	0	0	0	0	0	0	76	0	0	0
f172	0	11	447	8	4	0	0	54	0	13	0	310	904	35	0	0	2120	0	0	0	0	0	0	0	11	0	60	0	11	0	0	0	13	2	0	0	0	21	0	0	6	0	0	10	131	25434	0	0	0	0	0	0	11	0	7421	0	0	0	0	0	0	0	0	0	0	0	10	0	0	253	543	424	12	0	0	0	29	0	1080	0	84	0	0	761	0	855	272	35	0	0	15	30	0	0	0	493	0	0	0	23641	0	0	28	56	38	3	0	0	0	61	0	139	0	693	0	0	0	0	0	0	0	0	0	56	0	9	0	0	0	0	0	36	0	0	16	0	0	0	27	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	92	46	0	8	37	0	11	20	0	0	0	0	211	13	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	27	0	0	24	0	0	0	0	0	0	4	0	0	0	24	0	8	0	51	0	0	6	0	0	90	0	0	20	0	0	0	0	0	92	0	0	0	0	83	12	0	0	0	94	14	0	0	12	0	0	0	10	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	43	6	0	0	0	23	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	32	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	88	0	0	0
f173	0	6	72	0	4	0	0	43	0	0	0	182	188	9	0	0	463	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	29	62881	0	0	0	0	0	0	0	0	8604	0	0	3	0	0	0	0	0	0	0	0	4	0	0	59	84	69	0	0	0	0	0	0	179	0	8	0	0	166	0	115	82	0	0	0	0	0	0	0	0	99	0	0	0	11712	0	0	10	0	0	27	0	0	0	171	0	23	0	2487	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	28	4	0	0	0	0	0	0	0	16	0	0	0	0	44	23	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
f174	0	26	357	0	0	0	0	61	0	0	0	487	1271	35	8	0	1437	0	0	0	0	0	0	3	0	0	52	0	14	7	0	0	0	0	0	0	0	12	63	0	0	0	0	24	136	44221	0	0	0	25	0	0	0	0	9097	0	0	0	22	0	0	16	0	7	0	3	0	0	0	187	463	413	10	2	0	0	29	28	1081	0	125	0	0	928	0	884	330	55	0	0	29	39	0	0	0	474	0	0	0	13267	3	13	39	51	65	0	0	0	0	138	0	145	0	995	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	37	0	0	2	0	0	0	22	0	0	8	3	0	10	0	0	0	56	0	0	0	0	7	23	0	0	0	28	0	0	73	24	0	0	19	0	0	0	0	227	14	0	0	0	0	0	0	0	0	17	0	0	0	24	0	0	0	0	0	23	0	0	0	0	0	0	0	0	13	0	0	0	0	17	0	5	0	116	0	0	0	0	0	120	0	0	0	0	0	34	0	0	90	0	0	0	0	1333	15	0	0	0	122	13	0	0	19	0	0	0	0	0	0	0	4	0	7	25	0	0	0	0	0	0	0	0	0	0	64	6	0	0	0	23	4	0	0	0	3	0	0	0	0	0	42	0	0	0	0	0	0	12	0	0	33	0	38	0	0	70	0	0	0	0	0	0	0	0	0	0	3	16	0	4	18	0	0	0	0	0	0	129	0	0	0
f175	0	7	18	0	0	0	0	12	0	0	0	91	48	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	63325	0	0	0	0	0	0	9	0	4877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	80	76	0	0	0	0	0	0	95	0	0	0	0	151	0	67	14	0	0	0	0	5	0	4	0	35	0	0	0	15706	0	0	5	0	0	0	0	0	0	135	0	16	0	718	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	25	0	0	0	15	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
f176	0	140	499	0	4	0	0	113	0	9	0	95	1183	27	0	0	2965	12	0	28	0	0	40	0	0	0	119	6	28	0	0	0	60	0	0	0	101	13	260	0	62	23	0	0	161	1815	30	0	0	973	182	0	2650	15	1962	0	0	0	106	0	4	10	544	0	40	10	3	0	0	377	5967	395	564	267	0	41	33	1386	1624	18	185	0	265	1172	0	2088	254	87	20	161	897	78	32	0	0	685	18	0	0	11966	32	0	37	126	69	0	28	122	0	34	2	212	0	729	0	0	0	0	0	0	9	49	0	91	0	11	16	0	0	0	0	186	0	16	640	70	0	11	20	18	0	6	9	35	58	0	11	0	105	0	0	0	8	11	0	0	0	0	0	150	0	0	70	138	69	66	1079	51	0	0	208	6	0	0	0	0	0	0	96	0	11	0	0	14	0	0	4	0	9	0	91	0	25	46	0	0	0	0	7	1450	71	0	0	0	0	133	0	0	126	0	0	37	44	0	221	0	71	64	0	10	0	0	0	66	0	0	0	0	46	151	0	0	0	56	34	185	0	136	35	12	0	0	0	0	0	0	0	0	19	14	0	0	0	0	0	0	0	6	0	469	42	0	52	0	28	65	0	0	0	0	0	0	12	0	0	43	0	0	0	0	0	57	55	0	0	103	0	84	0	0	7	0	0	0	0	0	0	18	0	0	0	0	1483	0	57	0	0	0	0	0	0	0	651	0	0	0
f177	0	0	225	7	20	0	0	0	0	0	0	166	282	21	0	0	729	0	0	6	0	0	0	5	11	0	47	0	17	0	0	0	7	0	0	0	29	0	51	0	153	12	0	0	102	39458	47	0	0	460	44	0	1210	0	5401	0	0	0	23	0	3	0	210	0	0	0	0	0	0	152	4380	364	210	50	0	0	26	640	581	0	28	0	459	515	0	627	82	33	36	19	129	24	5	0	0	570	4	0	0	13570	4	0	39	16	42	0	7	33	0	280	0	81	0	1866	0	0	0	0	0	0	0	0	0	75	0	0	11	0	0	0	0	0	0	0	1575	0	0	0	17	0	0	0	0	0	20	0	0	0	21	0	3	0	0	12	7	0	0	0	8	34	0	5	30	46	24	39	197	0	0	0	140	0	0	0	0	0	12	0	153	0	0	0	4	3	25	0	9	0	2	0	64	0	7	0	0	0	0	0	4	39	0	0	0	0	0	37	3	0	32	0	2	9	11	0	135	0	16	10	0	16	0	0	0	23	0	0	17	0	12	66	0	0	0	39	18	146	0	0	21	0	0	5	0	0	0	0	0	0	41	20	0	0	0	0	0	0	0	0	0	146	12	0	19	0	21	27	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	69	0	0	0	27	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	7	0	0	0	0	0	0	68	0	0	0
f178	0	39	265	0	172	3	0	24	0	0	16	85	837	34	0	0	237	6	0	0	0	4	25	69	23	0	79	0	22	9	0	0	0	0	0	0	55	14	419	0	261	212	0	54	139	2299	0	0	0	245	70	0	132	20	2097	14	0	4	203	2	6	15	137	0	12	0	53	0	0	263	2888	480	85	144	0	208	11	1195	424	0	68	0	71	652	46	218	372	14	107	292	480	14	10	0	0	691	0	10	0	2728	35	0	12	12	57	0	5	63	0	18	0	117	0	80	0	0	0	0	0	0	0	8	0	437	0	0	0	4	0	0	0	0	0	0	432	391	10	0	15	0	0	0	0	0	8	0	5	0	294	0	0	0	12	23	52	0	0	0	0	51	0	475	31	0	0	25	206	29	0	0	49	10	0	0	0	0	26	0	395	8	20	0	0	0	0	0	0	0	2	0	14	0	14	71	0	0	0	0	0	248	0	0	31	0	0	0	26	0	34	0	0	13	0	0	72	0	6	9	0	50	0	0	0	43	0	0	29	0	39	151	3	0	0	31	9	173	0	33	0	0	5	0	0	39	0	0	0	0	36	13	0	0	0	0	0	0	0	0	0	281	0	0	0	0	40	37	11	0	0	0	0	0	11	16	10	49	0	0	0	0	0	0	0	0	0	24	0	34	0	6	23	0	0	0	0	0	0	0	0	0	0	0	998	0	5	0	0	0	0	0	0	0	12	0	0	0
